transaction_id,customer_id,amount,currency,payment_method,card_bin,issuing_bank,card_type,checkout_abandoned,reached_payment_page,payment_pending,pending_duration_minutes,failed_payment,decline_reason,decline_code,failure_timestamp,day_of_week,day_of_month,is_near_payday,retry_attempt_number,consecutive_failure_count,escalated_to_human,customer_tenure_days,customer_ltv,prior_failed_payments_count,prior_retry_success_rate,retry_timestamp,hours_since_failure,recovered
273662901533,cust_xtX6iiHAkh6Su4,1112.06,INR,upi,,,,False,,False,,False,,,,,,,,,False,185,303.49,3,0.6,,,True
623690220957,cust_axTqIpzfe2diau,1582.41,INR,netbanking,,,,False,,False,,True,insufficient_funds,51,2026-07-27 14:00:00,Monday,27.0,True,1.0,1.0,False,1034,871.05,0,0.11,2026-07-27 18:42:00,4.7,False
768307912309,cust_X7lmOOJ84UhMIh,803.01,INR,card,508228,ICICI,credit,False,,False,,True,insufficient_funds,51,2026-06-02 12:00:00,Tuesday,2.0,True,5.0,5.0,True,138,2223.81,3,0.56,2026-06-02 18:00:00,6.0,False
146983654556,cust_rGd4QBUQUvIht5,843.12,INR,card,400013,HDFC,credit,False,,False,,False,,,,,,,,,False,33,519.71,1,0.39,,,True
978653069337,cust_mcvLBr1jN7uc6h,732.31,INR,upi,,,,True,False,False,,False,,,,,,,,,False,55,440.19,2,0.46,,,True
694451422088,cust_rdRCJdnTBlX6Wa,2616.92,INR,netbanking,,,,False,,False,,True,insufficient_funds,51,2026-08-28 00:00:00,Friday,28.0,True,3.0,3.0,True,299,4397.23,1,0.66,2026-08-28 05:36:00,5.6,False
347814814555,cust_ZV6sieQ44FpTfH,737.5,INR,card,400014,HDFC,debit,False,,False,,True,insufficient_funds,51,2026-07-08 10:00:00,Wednesday,8.0,False,2.0,2.0,False,159,969.92,1,0.4,2026-07-11 11:12:00,73.2,False
426408959440,cust_QEq0k8kePGyj9z,1719.21,INR,card,607331,SBI,debit,False,,False,,False,,,,,,,,,False,117,1510.97,1,0.44,,,True
974289927855,cust_zFFtyikiUHVpu1,3397.49,INR,card,607331,SBI,credit,True,True,False,,False,,,,,,,,,False,414,2096.04,2,0.48,,,False
603843811712,cust_a8kdXHLWxD0RiQ,3009.64,INR,card,607332,SBI,credit,False,,False,,False,,,,,,,,,False,72,1083.47,1,,,,True
460720228576,cust_FTZKmUBDYTZUXz,1630.55,INR,card,524105,Axis,debit,False,,False,,False,,,,,,,,,False,176,979.95,1,,,,True
900619416346,cust_LqUFWuTwUQS0d1,869.09,INR,netbanking,,,,False,,True,27.9,False,,,,,,,,,False,563,1532.33,2,0.66,,,False
963730485816,cust_QQb9R4eH0c3bFq,1174.39,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-07-21 10:00:00,Tuesday,21.0,False,2.0,2.0,False,685,1545.53,1,,2026-07-30 03:30:00,209.5,False
481053874644,cust_lOJiiF94cHzesf,1064.45,INR,card,524105,Axis,credit,False,,False,,True,insufficient_funds,51,2026-06-07 03:00:00,Sunday,7.0,False,3.0,3.0,True,29,4027.0,3,0.51,2026-06-10 08:12:00,77.2,False
063567312309,cust_NI6jdwyLGaactp,788.96,INR,card,417612,Kotak,credit,False,,False,,True,insufficient_funds,51,2026-06-05 23:00:00,Friday,5.0,True,1.0,1.0,False,10,636.14,0,,2026-06-06 23:48:00,24.8,True
502968133706,cust_2iG00RvQ4Jb6Nb,4921.57,INR,card,524104,Axis,credit,True,False,False,,False,,,,,,,,,False,113,4477.3,2,0.18,,,False
466207175002,cust_AZdNkF7JDJJMHq,3147.27,INR,upi,,,,True,True,False,,False,,,,,,,,,False,334,2072.38,1,0.44,,,True
408322051026,cust_E591eUcPZCtXTl,1413.19,INR,card,508227,ICICI,debit,False,,False,,False,,,,,,,,,False,8,2599.84,2,,,,True
776073174405,cust_yb9wOykVsnKIMM,213.73,INR,upi,,,,False,,False,,False,,,,,,,,,False,289,1202.56,0,0.36,,,True
797645764103,cust_5qhxW3hnFvoWoC,3172.08,INR,card,400012,HDFC,credit,False,,False,,True,insufficient_funds,51,2026-08-25 03:00:00,Tuesday,25.0,True,1.0,1.0,False,86,2917.4,2,,2026-08-25 09:48:00,6.8,False
944237768314,cust_TktKjC1SCyaRDc,1253.02,INR,card,400014,HDFC,debit,True,False,False,,False,,,,,,,,,False,153,3830.66,1,,,,False
673236133864,cust_hDNpLgVZk4RP1H,471.05,INR,card,417612,Kotak,debit,True,False,False,,False,,,,,,,,,False,1085,1733.77,3,0.15,,,False
665782317737,cust_KdgFcw3dTuWmdX,861.79,INR,card,400013,HDFC,credit,False,,False,,True,insufficient_funds,51,2026-08-17 18:00:00,Monday,17.0,False,1.0,1.0,False,886,471.91,0,,2026-08-21 09:42:00,87.7,True
441857807267,cust_xLyBihyegkswHu,2206.75,INR,upi,,,,True,False,False,,False,,,,,,,,,False,239,3859.19,0,0.13,,,False
937814709184,cust_8FFIyEja7OQTxr,2305.6,INR,upi,,,,True,False,False,,False,,,,,,,,,False,294,9746.96,0,,,,False
163226972920,cust_9wha4cAczR8A5d,772.04,INR,card,417612,Kotak,credit,False,,False,,False,,,,,,,,,False,679,4323.99,2,,,,True
925720546642,cust_PmkMGS6UmxUUy1,712.95,INR,upi,,,,False,,True,4.0,False,,,,,,,,,False,11,2573.64,4,0.23,,,True
519779164032,cust_52AjG8R9he60dL,663.59,INR,card,607331,SBI,credit,True,True,False,,False,,,,,,,,,False,116,315.81,1,0.32,,,True
765041145054,cust_BkH6I2vW0njzLA,904.66,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-06-17 03:00:00,Wednesday,17.0,False,5.0,5.0,False,214,534.61,0,0.47,2026-06-27 22:42:00,259.7,True
968465785258,cust_NRyhGm5kvdgAvv,887.95,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-06-09 10:00:00,Tuesday,9.0,False,5.0,5.0,True,230,432.39,5,0.29,2026-06-10 09:54:00,23.9,False
601811287937,cust_5aWKOeDlDs7a1B,1808.7,INR,upi,,,,False,,False,,False,,,,,,,,,False,54,890.78,3,,,,True
698002888380,cust_uTL9xWPGcAxY1V,1678.71,INR,card,400012,HDFC,credit,False,,False,,True,insufficient_funds,51,2026-06-14 19:00:00,Sunday,14.0,False,4.0,4.0,True,133,3722.68,1,,2026-06-19 00:06:00,101.1,False
933877156295,cust_VqDGwcH1bA7MqI,1409.23,INR,upi,,,,False,,True,37.1,False,,,,,,,,,False,1052,3966.67,0,0.12,,,True
856555391076,cust_XjPrA5hsupWEpU,5437.42,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-06-04 14:00:00,Thursday,4.0,True,4.0,4.0,True,655,3896.94,2,0.55,2026-06-04 20:54:00,6.9,False
441613864180,cust_IY1pkViF2sz558,3344.72,INR,card,524104,Axis,debit,False,,False,,True,insufficient_funds,51,2026-08-25 12:00:00,Tuesday,25.0,True,3.0,3.0,False,937,5497.84,2,0.6,2026-08-25 13:18:00,1.3,True
360413253269,cust_SkcpmQ72LLul2G,2284.35,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-08-17 22:00:00,Monday,17.0,False,1.0,1.0,False,102,1550.19,1,0.78,2026-08-21 02:18:00,76.3,False
958189261393,cust_XpQuiJYwMZd1I5,484.25,INR,netbanking,,,,False,,False,,False,,,,,,,,,False,225,611.44,1,0.07,,,True
067380799244,cust_dpGDaLkkzrmTys,1103.6,INR,netbanking,,,,True,False,False,,False,,,,,,,,,False,12,3235.52,1,,,,False
171181525302,cust_fCB4xiGYvFKghg,1700.39,INR,card,508227,ICICI,credit,False,,False,,False,,,,,,,,,False,117,2324.43,0,,,,True
376074363905,cust_ylXBzvnCPFImA7,861.42,INR,card,524105,Axis,debit,False,,False,,True,insufficient_funds,51,2026-08-21 14:00:00,Friday,21.0,False,1.0,1.0,False,166,3121.26,0,0.28,2026-08-27 01:54:00,131.9,False
690968746839,cust_qErt0DFaclTttH,1952.6,INR,card,524104,Axis,debit,False,,False,,True,insufficient_funds,51,2026-06-20 01:00:00,Saturday,20.0,False,2.0,2.0,False,281,4061.47,0,0.53,2026-06-20 01:48:00,0.8,False
826140616797,cust_N1m4Yrpw2cBdVc,75.08,INR,card,508227,ICICI,credit,False,,False,,True,insufficient_funds,51,2026-06-30 20:00:00,Tuesday,30.0,True,3.0,3.0,False,1022,4059.87,1,0.44,2026-06-30 23:00:00,3.0,True
068828491239,cust_yQDsjEcWejWPGj,152.51,INR,netbanking,,,,False,,False,,True,insufficient_funds,51,2026-07-18 00:00:00,Saturday,18.0,False,2.0,2.0,False,101,4890.85,4,,2026-07-23 09:54:00,129.9,False
072175819062,cust_SOvPQHwoItQFEs,727.67,INR,card,524105,Axis,credit,True,False,False,,False,,,,,,,,,False,336,4566.71,4,,,,False
479174039082,cust_j7RF9LXTaqZxUx,111.41,INR,upi,,,,False,,False,,False,,,,,,,,,False,224,1005.83,2,0.42,,,True
157843818966,cust_CezIwrFJbanEvc,1275.49,INR,netbanking,,,,True,False,False,,False,,,,,,,,,False,249,4959.12,1,0.7,,,False
186806332751,cust_9VIigneLlr8ABm,425.97,INR,card,417612,Kotak,credit,False,,False,,True,insufficient_funds,51,2026-07-18 14:00:00,Saturday,18.0,False,2.0,2.0,False,208,818.96,0,0.12,2026-07-21 05:42:00,63.7,False
594113235008,cust_Qr4jf6eb0wwhA7,1765.86,INR,upi,,,,False,,False,,False,,,,,,,,,False,363,1171.7,2,0.7,,,True
062716823651,cust_TwU3C24CXlgJA3,1280.33,INR,card,607331,SBI,debit,False,,False,,True,insufficient_funds,51,2026-08-28 21:00:00,Friday,28.0,True,3.0,3.0,False,96,1912.61,3,0.11,2026-08-29 03:24:00,6.4,True
241954675732,cust_xglNYhcI6zeclJ,720.47,INR,card,524104,Axis,credit,False,,False,,True,insufficient_funds,51,2026-06-20 11:00:00,Saturday,20.0,False,1.0,1.0,False,113,3244.28,1,0.49,2026-06-22 00:18:00,37.3,False
995342808175,cust_cZ3nKNi9OlUp4o,1729.53,INR,netbanking,,,,False,,False,,False,,,,,,,,,False,38,7899.64,1,0.21,,,True
968988249843,cust_R2QzxZO3ZAJXyy,423.23,INR,upi,,,,False,,False,,False,,,,,,,,,False,97,6383.06,0,,,,True
843215205525,cust_2PfTNLUesscYu5,1099.54,INR,card,607332,SBI,credit,False,,False,,False,,,,,,,,,False,94,8462.6,2,0.7,,,True
654455441780,cust_mbIlC5vLNTj6V6,933.43,INR,upi,,,,False,,False,,False,,,,,,,,,False,528,2834.18,1,0.19,,,True
024007729791,cust_UPjdFWu2oi10KW,1292.41,INR,upi,,,,False,,False,,False,,,,,,,,,False,145,595.59,1,0.12,,,True
343607400425,cust_KvlHGyxUoxhYZm,3626.01,INR,card,508228,ICICI,credit,False,,False,,True,insufficient_funds,51,2026-08-19 18:00:00,Wednesday,19.0,False,1.0,1.0,False,375,1404.06,0,,2026-08-22 17:06:00,71.1,False
538927034859,cust_KJUXFFxAheF8yo,3872.19,INR,card,400012,HDFC,credit,False,,False,,False,,,,,,,,,False,583,1492.6,3,0.82,,,True
974475881983,cust_0bZvPyVfFXuWpJ,695.74,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-07-19 08:00:00,Sunday,19.0,False,3.0,3.0,True,155,3365.14,2,0.54,2026-07-20 22:48:00,38.8,False
894138576726,cust_yEt5DgOvdOVkXu,1828.75,INR,card,417612,Kotak,credit,False,,False,,True,insufficient_funds,51,2026-07-19 03:00:00,Sunday,19.0,False,2.0,2.0,False,352,5784.93,2,0.13,2026-07-21 17:48:00,62.8,False
152707815339,cust_icBAQ7zdo3ZeqP,1930.53,INR,card,607332,SBI,debit,True,True,False,,False,,,,,,,,,False,717,3701.82,2,,,,False
994334834014,cust_jqjEHEQjOgwLq9,811.25,INR,card,607331,SBI,credit,True,True,False,,False,,,,,,,,,False,354,1290.86,2,,,,False
473721091360,cust_2iG00RvQ4Jb6Nb,1702.42,INR,card,508227,ICICI,credit,False,,False,,True,insufficient_funds,51,2026-06-28 03:00:00,Sunday,28.0,True,1.0,1.0,False,113,4477.3,1,0.18,2026-06-28 05:42:00,2.7,False
384814123565,cust_9XaKPdGzPaGivx,2369.5,INR,netbanking,,,,False,,False,,True,insufficient_funds,51,2026-06-06 09:00:00,Saturday,6.0,False,1.0,1.0,False,802,3502.71,1,0.12,2026-06-08 09:00:00,48.0,False
682473222253,cust_Ax6FPhUYmWowyl,1489.34,INR,netbanking,,,,True,True,False,,False,,,,,,,,,False,339,3571.74,0,0.42,,,False
442807234408,cust_1e2jdbLD6dyYEn,1674.9,INR,wallet,,,,False,,False,,False,,,,,,,,,False,210,3369.09,3,,,,True
440532077626,cust_odh0a2tvWYjMiE,1152.9,INR,upi,,,,False,,True,1.6,False,,,,,,,,,False,532,3029.3,2,0.84,,,False
608773352222,cust_FaJffDQGotaSYk,1034.23,INR,upi,,,,False,,False,,False,,,,,,,,,False,211,2831.84,0,0.53,,,True
429981496960,cust_w1gc7DdYqe4EFl,3224.27,INR,card,400014,HDFC,debit,True,False,False,,False,,,,,,,,,False,193,1035.76,2,0.56,,,False
078573406557,cust_RJc2Fs2yovJ7gt,2618.75,INR,wallet,,,,False,,False,,False,,,,,,,,,False,173,1217.36,1,0.85,,,True
018574940744,cust_qErt0DFaclTttH,1527.67,INR,upi,,,,True,False,False,,False,,,,,,,,,False,281,4061.47,1,0.53,,,False
744077468851,cust_zh3udQPnvgmRER,609.98,INR,upi,,,,False,,False,,False,,,,,,,,,False,740,2267.24,3,0.59,,,True
733635621227,cust_Jsbvmt8qmyFbvv,2499.89,INR,upi,,,,False,,True,65.1,False,,,,,,,,,False,213,3215.59,1,0.51,,,False
498386649000,cust_cpWDhNaNQzUjje,1948.97,INR,upi,,,,True,False,False,,False,,,,,,,,,False,202,1164.05,3,,,,False
333825047322,cust_tYq18KuXwYQLJN,921.62,INR,netbanking,,,,False,,False,,False,,,,,,,,,False,276,994.07,1,0.64,,,True
032197692568,cust_ddbrTSyH0opK9P,264.79,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-06-02 12:00:00,Tuesday,2.0,True,1.0,1.0,False,90,5263.88,0,0.71,2026-06-02 12:00:00,0.0,True
768498400235,cust_bnNtVnuHKYSuuh,1341.27,INR,card,607332,SBI,debit,False,,False,,False,,,,,,,,,False,18,3700.94,2,0.56,,,True
294383997311,cust_bsp5v5MmtCjaUh,1042.96,INR,upi,,,,False,,False,,False,,,,,,,,,False,112,4795.33,0,0.6,,,True
366857699953,cust_fk6GSVi3j0aUTL,3190.22,INR,netbanking,,,,False,,False,,False,,,,,,,,,False,39,2181.24,2,0.28,,,True
891471590259,cust_D37eGekg895I1j,248.33,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-07-13 20:00:00,Monday,13.0,False,2.0,2.0,False,148,476.73,1,0.48,2026-07-16 17:00:00,69.0,False
700158811683,cust_SQWAnXLB1wOsoh,3659.93,INR,card,524105,Axis,credit,False,,False,,False,,,,,,,,,False,3,1395.65,0,0.47,,,True
727059151929,cust_XH4PhvHSSNtjNS,547.2,INR,upi,,,,True,False,False,,False,,,,,,,,,False,31,1046.95,3,0.5,,,False
023638930030,cust_e4DOTbaCuvcEiI,1113.48,INR,upi,,,,True,False,False,,False,,,,,,,,,False,383,1921.49,1,0.19,,,False
600973563477,cust_6VrBRLVON4Vl0o,1180.21,INR,upi,,,,False,,False,,False,,,,,,,,,False,88,348.12,1,0.88,,,True
393771519853,cust_zE8nbqV2wnL7a4,2591.18,INR,card,400014,HDFC,debit,True,False,False,,False,,,,,,,,,False,76,5859.25,0,0.42,,,False
099793608887,cust_xtX6iiHAkh6Su4,1224.27,INR,card,607331,SBI,debit,True,False,False,,False,,,,,,,,,False,185,303.49,1,,,,False
418910836178,cust_dWrXrVEEqDzhvy,1217.01,INR,upi,,,,False,,False,,False,,,,,,,,,False,305,7398.64,1,,,,True
901259003266,cust_rfD3rmRMI8OtNX,805.17,INR,upi,,,,False,,False,,False,,,,,,,,,False,951,2655.93,2,,,,True
754710969234,cust_sJJUD5mpejWwTN,3059.57,INR,card,508228,ICICI,debit,False,,False,,True,insufficient_funds,51,2026-07-09 03:00:00,Thursday,9.0,False,2.0,2.0,False,444,4629.71,0,0.33,2026-07-11 04:24:00,49.4,False
132170659671,cust_knMNZUN20s74lf,2025.26,INR,card,417612,Kotak,credit,False,,False,,False,,,,,,,,,False,187,3805.85,0,,,,True
519107882939,cust_jSuYYAy2cDDzoU,1876.26,INR,card,524104,Axis,credit,True,False,False,,False,,,,,,,,,False,117,1563.73,1,0.2,,,True
869533620363,cust_It2cWSiKl01IhQ,470.37,INR,card,524105,Axis,credit,False,,False,,False,,,,,,,,,False,99,3658.86,4,0.2,,,True
734996226068,cust_ddNJzBCjJnCjDQ,1587.17,INR,netbanking,,,,False,,True,12.1,False,,,,,,,,,False,106,5134.73,1,0.19,,,False
000713945648,cust_fo2txjakfJ2qD9,319.15,INR,upi,,,,True,False,False,,False,,,,,,,,,False,55,737.73,0,0.16,,,False
203778577759,cust_IgjLSXX1wtiaeD,1297.21,INR,card,400014,HDFC,debit,False,,False,,True,insufficient_funds,51,2026-08-29 08:00:00,Saturday,29.0,True,3.0,3.0,True,480,1449.87,4,,2026-08-29 15:12:00,7.2,False
287924558942,cust_njovZnemR7dxqS,3420.02,INR,netbanking,,,,True,True,False,,False,,,,,,,,,False,126,1369.06,0,0.29,,,False
326305874674,cust_gjo8TtOQSFi2ot,834.06,INR,card,508227,ICICI,credit,False,,False,,True,insufficient_funds,51,2026-06-17 05:00:00,Wednesday,17.0,False,1.0,1.0,False,355,3182.42,0,,2026-06-19 07:00:00,50.0,False
795185150751,cust_ZPhoEJtRQGxkvU,2822.42,INR,card,417612,Kotak,credit,False,,False,,False,,,,,,,,,False,210,3588.28,0,0.24,,,True
529496563354,cust_UbPfcEruXu1YAH,1238.42,INR,upi,,,,False,,True,37.1,False,,,,,,,,,False,15,1604.58,1,0.29,,,True
584126048675,cust_3ExDi6ZWrzQCES,92.21,INR,netbanking,,,,False,,True,62.8,False,,,,,,,,,False,157,2147.99,2,0.28,,,False
745429069389,cust_OyLZW45y4r0Ggp,1124.83,INR,card,400014,HDFC,debit,False,,False,,True,insufficient_funds,51,2026-06-15 15:00:00,Monday,15.0,False,3.0,3.0,False,486,2391.16,1,0.67,2026-06-17 19:24:00,52.4,True
764324703631,cust_GIuUwZJJSMFPjv,1712.43,INR,card,524105,Axis,debit,False,,False,,False,,,,,,,,,False,41,1679.96,1,0.74,,,True
908527801780,cust_2auymlajXnDKCf,1857.11,INR,upi,,,,False,,True,4.1,False,,,,,,,,,False,191,3549.05,0,,,,True
619157727644,cust_zrIrbAEPzitgGR,541.57,INR,upi,,,,False,,False,,False,,,,,,,,,False,385,4590.39,0,0.72,,,True
526006500295,cust_M4iwXhWQfeG8d0,1703.11,INR,netbanking,,,,True,True,False,,False,,,,,,,,,False,430,2936.93,1,0.33,,,True
327383949328,cust_j5wgIU7VmZC0JF,595.4,INR,card,508228,ICICI,debit,True,False,False,,False,,,,,,,,,False,358,4288.67,1,,,,True
648984740329,cust_MryrfL9knOIC95,1065.75,INR,upi,,,,False,,False,,False,,,,,,,,,False,53,505.17,1,0.43,,,True
051594791571,cust_zWzCsh9GzuS9bV,740.37,INR,netbanking,,,,False,,False,,False,,,,,,,,,False,56,2008.74,0,0.63,,,True
997866586485,cust_oJ5QoPX4KYSrOo,1279.13,INR,netbanking,,,,True,False,False,,False,,,,,,,,,False,354,2440.66,1,,,,False
342636270570,cust_DgHbevCwtjE85X,1932.02,INR,netbanking,,,,True,False,False,,False,,,,,,,,,False,28,2797.18,0,0.38,,,False
075515430562,cust_mHzGSfzI4BaJoO,2619.26,INR,upi,,,,True,True,False,,False,,,,,,,,,False,474,2822.08,2,,,,False
121961775664,cust_j292EISYJ9xp7T,577.15,INR,card,607332,SBI,credit,False,,False,,False,,,,,,,,,False,29,4822.06,1,0.21,,,True
500372728275,cust_AOwx67HbHvwcHp,2630.64,INR,card,417612,Kotak,debit,True,False,False,,False,,,,,,,,,False,20,3145.79,1,0.64,,,False
782684962125,cust_2I51xLddGYnhxJ,2327.99,INR,card,400014,HDFC,debit,True,False,False,,False,,,,,,,,,False,91,2502.15,1,0.17,,,False
196487626866,cust_hWuZUFKd5ET3by,959.5,INR,card,607332,SBI,credit,True,True,False,,False,,,,,,,,,False,7,3472.94,2,,,,True
932229633364,cust_RJc2Fs2yovJ7gt,1593.28,INR,card,508228,ICICI,credit,False,,False,,True,insufficient_funds,51,2026-07-18 01:00:00,Saturday,18.0,False,1.0,1.0,False,173,1217.36,1,0.85,2026-07-18 12:36:00,11.6,False
307778458356,cust_8Coq4eRlXGnRW5,1230.51,INR,card,524105,Axis,debit,False,,False,,True,insufficient_funds,51,2026-07-20 23:00:00,Monday,20.0,False,1.0,1.0,False,1042,3602.79,0,0.29,2026-07-21 19:00:00,20.0,False
742769300145,cust_9KnklfRaztgo8P,1554.72,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-07-14 09:00:00,Tuesday,14.0,False,3.0,3.0,False,298,5204.15,0,0.82,2026-07-17 23:30:00,86.5,True
074578691333,cust_rZHBUxmz5F0Pkg,342.58,INR,upi,,,,False,,True,18.7,False,,,,,,,,,False,682,2595.14,1,,,,True
293704181036,cust_08ymnB5zQLrTVA,2699.85,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-06-05 03:00:00,Friday,5.0,True,1.0,1.0,False,228,3152.47,0,0.93,2026-06-06 00:18:00,21.3,False
403565445936,cust_t28DjPPtqoPqcC,1080.34,INR,netbanking,,,,False,,True,15.3,False,,,,,,,,,False,417,2471.67,1,,,,True
173825754631,cust_OyLZW45y4r0Ggp,1349.83,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-08-12 06:00:00,Wednesday,12.0,False,3.0,3.0,False,486,2391.16,1,0.67,2026-08-13 01:00:00,19.0,True
287750015279,cust_Q3kk8gjZEvp3Bq,1528.57,INR,netbanking,,,,False,,False,,True,insufficient_funds,51,2026-08-12 15:00:00,Wednesday,12.0,False,3.0,3.0,True,331,2377.75,1,,2026-08-17 02:06:00,107.1,False
876016934364,cust_Z0s2yzrfVlytcB,1830.2,INR,card,524105,Axis,credit,True,True,False,,False,,,,,,,,,False,61,1203.9,1,0.48,,,False
789291796696,cust_FDUO4967luCPmS,451.16,INR,netbanking,,,,False,,False,,True,insufficient_funds,51,2026-08-26 22:00:00,Wednesday,26.0,True,4.0,4.0,False,725,3619.08,2,0.96,2026-08-28 04:24:00,30.4,True
743830181948,cust_7y8AL55c9kRjMD,2684.51,INR,netbanking,,,,False,,False,,False,,,,,,,,,False,704,3645.22,1,0.15,,,True
977157391869,cust_8fym23yBiRJ3oF,910.1,INR,card,508228,ICICI,debit,False,,False,,False,,,,,,,,,False,403,5213.56,0,0.13,,,True
801465988837,cust_pQzF3VuKVZdqJr,801.73,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-08-29 16:00:00,Saturday,29.0,True,1.0,1.0,False,574,3126.32,1,,2026-08-29 16:06:00,0.1,True
263323829107,cust_kCkvQalRhBJ3CU,1572.78,INR,upi,,,,False,,False,,False,,,,,,,,,False,227,3105.27,0,0.04,,,True
760345030565,cust_XTXcCi1SreIseG,1660.63,INR,card,417612,Kotak,debit,True,False,False,,False,,,,,,,,,False,547,6064.26,0,0.32,,,False
588926192513,cust_UzhrSyWp8kxsqB,305.46,INR,netbanking,,,,False,,False,,False,,,,,,,,,False,829,11847.27,0,,,,True
145900479447,cust_tiaAE24hzkJHT3,661.33,INR,wallet,,,,False,,False,,True,insufficient_funds,51,2026-06-01 17:00:00,Monday,1.0,True,4.0,4.0,True,29,6281.66,0,0.27,2026-06-01 23:00:00,6.0,False
641573734660,cust_AHTGmdoSHucE84,1274.46,INR,card,400013,HDFC,debit,False,,False,,False,,,,,,,,,False,105,6178.62,2,0.14,,,True
058302582281,cust_u3JMdpQaixsUv2,1168.08,INR,upi,,,,False,,True,3.7,False,,,,,,,,,False,459,3164.03,1,0.2,,,True
724250076263,cust_9wha4cAczR8A5d,2197.99,INR,upi,,,,True,False,False,,False,,,,,,,,,False,679,4323.99,2,,,,False
597762189756,cust_NcimdosHvNVz7S,2609.24,INR,upi,,,,False,,False,,False,,,,,,,,,False,418,3248.89,1,0.57,,,True
735191394199,cust_FfycfcDcysYyuj,1845.71,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-07-12 21:00:00,Sunday,12.0,False,1.0,1.0,False,454,1510.3,3,0.7,2026-07-17 05:54:00,104.9,True
631894014775,cust_xfRSJhJphRgvJz,4554.11,INR,upi,,,,True,False,False,,False,,,,,,,,,False,364,3696.78,1,0.84,,,False
751861957818,cust_KJi7OZLnaBmMkY,1683.72,INR,card,607332,SBI,debit,False,,False,,True,insufficient_funds,51,2026-08-07 13:00:00,Friday,7.0,False,4.0,4.0,True,1319,1128.96,1,0.29,2026-08-08 11:00:00,22.0,False
830393263010,cust_zW69cRXg7yxIPn,106.02,INR,netbanking,,,,False,,False,,False,,,,,,,,,False,475,5433.34,3,0.54,,,True
715153954593,cust_ArkW3KNh4uRifJ,1079.88,INR,card,417612,Kotak,credit,False,,False,,False,,,,,,,,,False,228,8229.85,2,,,,True
613598319600,cust_UPjdFWu2oi10KW,1256.47,INR,card,508228,ICICI,debit,False,,False,,False,,,,,,,,,False,145,595.59,1,0.12,,,True
232748484032,cust_WO3ShPwwvoR5mn,1418.02,INR,netbanking,,,,False,,False,,True,insufficient_funds,51,2026-08-28 12:00:00,Friday,28.0,True,1.0,1.0,False,19,1845.53,0,0.17,2026-08-28 19:48:00,7.8,False
675766207702,cust_wuscxTLvrMbiXj,410.57,INR,upi,,,,False,,False,,False,,,,,,,,,False,324,4857.77,3,0.27,,,True
487374993732,cust_fnoRchcy4rbWL3,1530.91,INR,netbanking,,,,False,,False,,True,insufficient_funds,51,2026-07-16 01:00:00,Thursday,16.0,False,3.0,3.0,True,163,2046.97,0,0.32,2026-07-18 00:24:00,47.4,False
579721030324,cust_xu2Mjuzp2yWDmj,1930.2,INR,upi,,,,False,,False,,False,,,,,,,,,False,94,3494.29,0,0.71,,,True
883588411494,cust_mHzGSfzI4BaJoO,397.72,INR,netbanking,,,,False,,False,,False,,,,,,,,,False,474,2822.08,1,0.54,,,True
363315416252,cust_o4zEKTujRHqr6f,985.89,INR,upi,,,,False,,False,,False,,,,,,,,,False,298,3268.61,2,0.41,,,True
562653483559,cust_uTL9xWPGcAxY1V,1260.0,INR,card,524104,Axis,credit,False,,False,,False,,,,,,,,,False,133,3722.68,0,,,,True
746888430658,cust_vMLBl0wh7UTOMS,1680.49,INR,card,508228,ICICI,credit,False,,False,,True,insufficient_funds,51,2026-06-06 08:00:00,Saturday,6.0,False,2.0,2.0,False,491,1186.18,3,,2026-06-08 16:24:00,56.4,True
588907042315,cust_ZElPhmizDJoC0p,1572.82,INR,card,400013,HDFC,debit,False,,False,,False,,,,,,,,,False,177,2342.63,1,0.24,,,True
211927252204,cust_Qz8PiX5f21RwZ5,1857.88,INR,netbanking,,,,False,,False,,False,,,,,,,,,False,130,3887.05,1,,,,True
939229331353,cust_vrGIdO1R2ZLrwj,1076.86,INR,upi,,,,False,,False,,False,,,,,,,,,False,82,7649.03,0,,,,True
052707825835,cust_aaZBi7aumSPfHh,1292.62,INR,card,400014,HDFC,debit,True,True,False,,False,,,,,,,,,False,300,1435.49,5,,,,True
239950247313,cust_59uaGn2br4CxSX,3341.27,INR,upi,,,,True,True,False,,False,,,,,,,,,False,76,1195.73,1,,,,True
895643607912,cust_9Oq0o1vFXiDAKe,2747.31,INR,netbanking,,,,False,,False,,True,insufficient_funds,51,2026-07-22 11:00:00,Wednesday,22.0,False,3.0,3.0,True,306,1385.24,2,0.3,2026-07-26 10:00:00,95.0,False
